file,age,gender,race,service_test
85441,2,1,3,FALSE
56375,2,1,5,FALSE
23348,2,1,5,FALSE
53211,0,0,1,FALSE
6889,1,0,1,FALSE
54480,5,1,1,FALSE
12113,3,0,3,FALSE
47121,7,0,1,FALSE
67788,0,1,0,FALSE
28708,5,0,3,FALSE
43986,2,0,5,TRUE
35947,2,1,0,FALSE
14265,5,1,2,TRUE
21763,5,0,3,FALSE
20092,0,0,3,TRUE
48646,6,0,0,FALSE
61068,4,1,0,FALSE
8759,5,1,5,TRUE
41140,1,0,4,TRUE
39327,7,1,6,FALSE
72907,1,0,1,FALSE
41854,0,0,0,TRUE
81284,1,0,1,TRUE
57405,3,1,1,FALSE
71559,7,1,1,FALSE
79319,4,1,1,TRUE
12552,3,0,2,TRUE
53092,6,1,3,FALSE
23734,3,1,1,FALSE
19094,2,0,2,TRUE
8031,2,0,5,FALSE
23243,1,0,0,TRUE
65227,5,1,5,TRUE
4768,3,1,5,FALSE
81741,1,0,5,TRUE
86135,6,0,2,TRUE
30228,2,1,2,FALSE
5453,3,1,4,TRUE
36023,0,1,4,TRUE
15677,1,1,6,FALSE
33085,0,0,6,FALSE
36831,7,0,4,TRUE
1653,3,1,5,TRUE
30303,0,1,6,FALSE
13785,0,0,5,FALSE
6775,1,1,0,FALSE
35240,2,1,5,FALSE
80437,5,0,3,FALSE
40813,3,0,5,FALSE
67904,4,0,4,TRUE
62108,0,1,3,TRUE
61508,4,0,1,TRUE
17333,6,0,1,FALSE
71399,7,1,2,FALSE
9697,2,0,6,FALSE
57264,5,1,4,FALSE
23389,4,0,1,TRUE
35426,6,0,6,FALSE
82834,0,0,6,TRUE
8769,4,1,3,TRUE
28687,0,0,0,FALSE
25475,2,0,2,FALSE
7293,6,0,5,FALSE
4885,4,0,6,FALSE
16824,5,0,4,TRUE
33321,3,1,6,TRUE
52494,6,0,6,FALSE
25890,2,0,2,TRUE
72371,2,0,0,TRUE
59059,3,1,0,TRUE
79881,4,1,3,FALSE
77967,6,1,5,TRUE
23698,2,0,4,TRUE
34855,1,0,4,TRUE
39440,1,1,5,FALSE
27849,3,1,2,TRUE
84804,3,0,2,TRUE
49821,6,1,1,FALSE
42825,7,1,1,FALSE
1701,2,0,5,TRUE
18091,4,1,5,TRUE
74342,0,0,0,FALSE
54571,6,1,5,FALSE
17303,6,0,2,TRUE
60314,5,1,6,FALSE
75064,6,0,0,TRUE
68279,0,1,2,FALSE
36291,7,0,0,TRUE
12998,1,0,6,FALSE
62226,1,1,1,TRUE
42643,0,1,5,FALSE
48638,3,1,0,TRUE
13783,0,0,2,FALSE
83675,0,0,2,FALSE
40786,3,0,3,FALSE
80031,3,1,2,TRUE
18568,7,1,6,FALSE
25252,2,0,4,TRUE
13463,7,0,4,TRUE
67807,5,1,0,TRUE
27707,3,0,1,FALSE
9563,3,0,4,TRUE
22574,3,0,5,TRUE
31285,5,1,3,TRUE
76245,1,1,2,FALSE
30600,6,1,2,FALSE
48794,6,0,0,TRUE
42796,7,0,2,TRUE
36564,3,0,2,TRUE
40430,3,0,2,TRUE
13393,2,0,3,FALSE
42067,3,0,0,TRUE
77758,3,0,6,FALSE
84285,2,1,1,TRUE
37237,3,1,2,TRUE
82603,1,0,4,TRUE
62461,0,0,0,TRUE
68458,2,0,1,TRUE
70021,2,1,3,FALSE
69686,1,1,4,TRUE
27155,2,0,2,FALSE
75011,2,1,3,TRUE
80872,6,0,2,FALSE
24220,5,1,5,FALSE
11858,3,1,6,TRUE
14805,7,0,1,TRUE
10176,1,0,6,FALSE
1338,4,1,3,TRUE
14864,4,1,3,FALSE
59933,2,0,4,TRUE
2929,5,1,0,FALSE
81504,0,0,4,TRUE
64073,2,0,4,TRUE
22820,4,1,6,FALSE
4588,5,1,4,TRUE
84744,6,1,6,FALSE
65080,7,0,6,FALSE
68948,7,0,3,FALSE
29707,4,0,2,FALSE
84642,4,0,6,FALSE
74499,4,0,1,TRUE
48615,0,1,0,FALSE
9808,2,1,2,FALSE
49617,5,1,5,TRUE
74092,2,1,3,FALSE
32895,3,1,5,TRUE
18446,3,1,4,TRUE
67755,4,1,6,FALSE
34268,2,0,4,TRUE
12587,2,0,2,TRUE
21930,6,1,6,FALSE
52616,0,0,6,FALSE
41974,2,0,4,TRUE
8467,5,0,2,TRUE
80807,2,1,5,TRUE
50616,3,1,2,TRUE
32590,1,1,5,FALSE
74806,7,1,5,FALSE
60739,5,1,4,TRUE
16796,6,1,5,FALSE
86293,2,0,6,TRUE
71469,1,1,3,TRUE
5848,0,1,4,FALSE
81102,5,0,3,FALSE
1747,7,0,6,TRUE
33185,1,0,4,TRUE
75619,0,0,0,FALSE
72019,5,0,1,TRUE
11827,0,1,6,FALSE
43107,0,1,4,FALSE
26043,0,1,6,FALSE
79080,6,0,6,FALSE
16421,3,1,4,TRUE
58053,1,0,2,FALSE
12777,0,1,5,FALSE
41110,1,0,3,TRUE
19149,7,0,3,TRUE
23296,4,0,0,TRUE
41355,4,0,0,TRUE
12233,2,1,6,TRUE
16663,3,0,2,TRUE
85624,1,1,6,FALSE
53040,0,1,6,FALSE
34255,6,1,3,FALSE
25723,1,0,0,TRUE
81623,0,1,3,FALSE
24908,2,1,4,TRUE
46100,0,0,0,TRUE
4228,1,0,1,TRUE
30651,0,0,5,FALSE
6328,3,1,4,TRUE
19551,1,1,4,FALSE
84113,4,1,4,TRUE
1425,2,1,0,TRUE
56092,6,1,5,TRUE
70792,0,0,4,TRUE
81446,1,0,5,TRUE
81289,0,1,6,FALSE
7602,4,0,1,TRUE
77082,3,0,0,TRUE
9655,7,0,1,TRUE
82946,2,0,6,FALSE
85151,2,1,6,FALSE
81158,5,1,4,FALSE
19584,6,1,6,FALSE
32446,7,1,6,TRUE
45298,6,1,2,FALSE
52920,7,0,4,TRUE
41617,7,1,0,TRUE
56572,3,0,5,TRUE
78701,1,1,5,FALSE
28693,0,0,1,FALSE
63687,7,1,3,FALSE
29196,3,0,0,FALSE
1791,3,1,1,FALSE
57654,7,0,6,FALSE
55809,6,0,4,TRUE
59244,7,1,3,TRUE
59468,4,1,2,TRUE
12646,4,0,4,TRUE
8968,5,1,1,TRUE
22067,1,0,0,FALSE
6828,4,1,6,TRUE
6085,2,0,2,TRUE
28127,4,1,2,TRUE
2715,1,1,2,FALSE
10448,2,0,3,FALSE
51541,5,0,5,TRUE
12742,4,1,6,TRUE
69435,6,0,6,TRUE
12067,3,1,2,FALSE
82771,2,1,6,FALSE
79474,3,0,3,FALSE
80623,3,0,5,TRUE
21276,7,1,5,FALSE
72825,6,0,2,TRUE
86213,2,1,2,TRUE
53361,7,1,2,TRUE
7032,2,1,6,FALSE
76864,2,1,1,FALSE
76293,4,1,5,TRUE
49679,0,1,1,FALSE
70548,5,1,0,FALSE
77667,2,0,0,FALSE
41276,3,1,2,TRUE
57946,0,1,4,TRUE
39839,0,1,6,FALSE
29767,7,0,0,TRUE
83687,3,0,2,FALSE
66685,0,0,5,TRUE
60814,0,1,4,FALSE
61234,6,1,3,FALSE
73538,5,1,1,TRUE
12161,0,0,3,FALSE
6879,7,0,6,FALSE
44877,5,1,3,FALSE
28562,5,1,6,FALSE
65204,7,0,1,TRUE
23974,7,1,4,FALSE
19312,7,1,3,TRUE
48788,0,1,4,TRUE
33372,3,0,4,TRUE
29516,1,0,0,TRUE
2138,4,0,2,FALSE
79402,0,0,3,TRUE
36412,4,0,5,FALSE
69371,7,1,5,TRUE
46508,7,0,2,TRUE
28454,2,0,3,FALSE
33951,5,1,3,FALSE
24729,2,1,5,FALSE
57660,0,1,3,FALSE
10546,7,1,2,FALSE
50960,2,0,2,TRUE
54787,3,0,1,FALSE
80703,6,0,4,TRUE
41574,5,1,2,FALSE
75829,4,1,0,TRUE
31024,0,0,1,FALSE
65360,2,1,0,FALSE
32697,1,1,6,FALSE
61403,4,1,2,TRUE
50447,3,0,0,TRUE
81381,5,1,6,FALSE
28691,2,1,3,FALSE
82549,0,1,3,TRUE
48578,3,0,1,FALSE
42196,4,1,1,FALSE
86071,1,1,6,TRUE
73043,3,1,1,FALSE
77321,4,0,5,TRUE
10961,5,1,1,TRUE
16018,6,0,2,TRUE
57233,7,0,3,FALSE
9443,1,0,0,TRUE
22189,6,0,5,TRUE
59670,7,0,4,TRUE
57399,5,1,3,TRUE
18189,6,0,3,FALSE
9742,7,1,3,TRUE
67800,3,1,6,TRUE
40014,2,1,2,TRUE
36832,3,1,0,TRUE
26155,6,1,3,TRUE
77000,1,0,4,TRUE
16707,5,0,0,FALSE
50405,0,1,4,FALSE
78734,6,1,3,TRUE
71434,5,0,3,TRUE
23154,5,0,4,TRUE
85082,4,1,3,TRUE
27815,1,1,0,TRUE
50824,5,0,6,TRUE
19937,0,1,3,FALSE
13036,1,0,0,TRUE
83347,6,0,3,FALSE
83625,3,1,4,TRUE
56771,3,0,3,TRUE
11269,7,0,4,TRUE
32708,0,1,2,FALSE
55839,2,0,4,TRUE
73457,3,0,3,TRUE
79626,4,1,3,TRUE
78271,0,1,1,FALSE
13162,0,0,5,FALSE
4085,6,0,5,FALSE
57422,0,0,3,FALSE
8577,5,1,3,FALSE
44169,2,1,4,TRUE
49420,7,1,2,FALSE
42282,2,1,0,FALSE
32182,0,0,2,FALSE
84361,6,0,3,TRUE
80914,5,0,4,TRUE
2581,7,1,5,FALSE
29279,2,1,1,FALSE
69907,3,0,1,TRUE
31697,7,1,0,TRUE
11825,3,0,4,TRUE
32619,4,0,2,TRUE
79473,7,0,5,FALSE
64388,7,1,5,FALSE
20938,3,1,0,TRUE
15901,7,0,6,FALSE
15580,7,0,5,TRUE
21167,1,1,5,TRUE
13780,0,1,4,FALSE
17386,4,1,1,TRUE
31104,2,0,3,FALSE
41719,3,0,6,TRUE
85891,1,1,4,TRUE
33946,7,1,6,FALSE
5781,2,0,3,TRUE
57414,2,0,6,TRUE
83741,5,1,3,FALSE
1856,2,0,3,TRUE
29975,0,0,5,FALSE
4445,4,0,6,FALSE
35623,1,0,4,TRUE
66470,7,0,6,FALSE
55604,2,0,4,TRUE
3045,7,0,2,TRUE
66878,3,0,3,TRUE
12132,0,0,1,FALSE
40915,5,1,5,TRUE
74119,7,0,2,TRUE
65448,0,0,5,FALSE
51269,2,1,6,TRUE
11932,5,0,1,TRUE
584,5,1,1,TRUE
45526,3,0,3,TRUE
15540,0,0,1,FALSE
56888,7,1,3,FALSE
81274,7,0,1,TRUE
26542,7,1,6,TRUE
44485,2,1,5,TRUE
10327,5,0,3,TRUE
85664,1,1,3,TRUE
52641,3,1,0,TRUE
70370,0,1,0,TRUE
72383,6,1,5,TRUE
80855,4,0,0,TRUE
29123,3,0,2,TRUE
77313,7,0,0,TRUE
17048,6,0,3,FALSE
8777,7,0,1,TRUE
47780,7,0,5,TRUE
32251,6,1,6,FALSE
76325,5,0,3,TRUE
34148,5,0,4,TRUE
83173,5,0,2,FALSE
5753,1,1,4,FALSE
2013,5,1,5,TRUE
21362,5,0,0,TRUE
3356,1,0,4,TRUE
14383,0,1,0,FALSE
11452,2,1,0,FALSE
57058,1,0,1,FALSE
19129,6,0,4,TRUE
45797,5,0,3,TRUE
22685,4,0,5,TRUE
12089,1,1,0,FALSE
64733,5,0,1,TRUE
13852,7,0,4,TRUE
78505,3,0,2,TRUE
25530,2,0,4,TRUE
5094,0,0,1,TRUE
73530,0,1,5,TRUE
3987,2,1,4,TRUE
50150,7,0,0,FALSE
4382,3,1,4,TRUE
71543,0,1,0,TRUE
86259,3,0,5,FALSE
60766,4,0,6,FALSE
38598,5,0,2,TRUE
33916,4,0,3,TRUE
70837,5,1,2,TRUE
49519,1,1,5,FALSE
53109,0,1,5,FALSE
12393,6,0,1,TRUE
78535,2,0,3,FALSE
52274,1,1,3,FALSE
56456,5,1,3,FALSE
26460,2,1,1,TRUE
2541,0,1,5,TRUE
64897,4,0,4,TRUE
64717,2,0,6,FALSE
30575,4,1,2,FALSE
83343,7,0,2,TRUE
5589,1,0,6,FALSE
40403,7,0,2,FALSE
84893,0,0,6,TRUE
51277,7,0,4,TRUE
63135,4,1,0,FALSE
40114,6,1,6,FALSE
74855,3,1,3,TRUE
8096,7,1,4,TRUE
40137,4,0,2,TRUE
67836,4,1,3,TRUE
81531,3,0,2,FALSE
18200,4,0,5,TRUE
22309,4,1,4,TRUE
5522,5,1,2,FALSE
33135,1,0,6,FALSE
15733,3,1,1,TRUE
40959,1,0,6,FALSE
21862,4,0,5,FALSE
21252,2,1,4,TRUE
50925,4,0,5,FALSE
48581,1,0,0,FALSE
60502,2,1,5,TRUE
77882,1,1,1,TRUE
86132,1,0,3,TRUE
74615,1,1,0,FALSE
6245,4,0,6,FALSE
43187,2,1,0,TRUE
64167,5,0,0,FALSE
65181,0,0,3,FALSE
9891,3,1,6,TRUE
29349,1,0,1,FALSE
22304,0,1,5,TRUE
53213,7,0,2,FALSE
10268,1,1,4,TRUE
30971,5,0,4,TRUE
21506,5,1,0,TRUE
26017,0,1,2,FALSE
15889,3,0,4,TRUE
7355,5,0,0,TRUE
31970,2,1,0,TRUE
59388,0,0,2,FALSE
65022,5,1,6,FALSE
82847,7,0,2,FALSE
79285,0,0,0,FALSE
46842,0,1,6,FALSE
40008,0,1,6,FALSE
44374,3,0,1,FALSE
56429,4,0,6,TRUE
86260,3,1,0,TRUE
16569,1,0,6,FALSE
34938,0,1,2,TRUE
54254,0,1,3,FALSE
8380,7,0,3,FALSE
72188,3,1,3,TRUE
10229,1,0,4,TRUE
66648,7,0,1,FALSE
81415,7,0,5,FALSE
3867,6,0,5,FALSE
66284,6,1,2,FALSE
65173,5,0,1,TRUE
56405,5,0,2,TRUE
51532,2,0,5,FALSE
30900,7,1,5,FALSE
26587,3,1,4,FALSE
3888,4,1,5,TRUE
35933,3,1,3,TRUE
30296,5,1,4,FALSE
85026,2,0,5,FALSE
23575,6,0,1,TRUE
82108,1,0,2,FALSE
37740,7,1,2,TRUE
80774,1,1,3,TRUE
66461,3,0,3,FALSE
15791,5,1,5,TRUE
79364,5,0,3,TRUE
50563,7,1,3,TRUE
40334,5,1,1,TRUE
27116,4,0,6,TRUE
79540,2,0,2,TRUE
24314,5,1,2,FALSE
6038,6,0,1,TRUE
69786,3,1,6,TRUE
17213,1,1,4,FALSE
72410,2,0,5,FALSE
65043,1,1,2,FALSE
22676,1,1,6,TRUE
86488,2,0,6,FALSE
62331,0,0,3,TRUE
23416,6,0,1,TRUE
21261,5,0,3,FALSE
32281,2,0,2,FALSE
70677,6,1,6,FALSE
17676,2,0,2,FALSE
23074,7,0,0,TRUE
4222,3,1,3,TRUE
37794,6,1,4,FALSE
22113,1,1,0,FALSE
76069,1,0,0,FALSE
84316,3,1,4,FALSE
59164,7,1,5,FALSE
68034,7,0,1,TRUE
38715,4,0,6,FALSE
38919,1,0,0,FALSE
80753,0,1,2,FALSE
24587,1,1,1,FALSE
1855,7,1,1,FALSE
49148,4,1,6,TRUE
45089,4,1,5,TRUE
62872,1,1,6,TRUE
83227,7,1,0,FALSE
7911,7,1,6,FALSE
71078,2,0,0,FALSE
21758,3,0,4,TRUE
32494,7,1,6,FALSE
63764,0,0,4,TRUE
5025,0,0,2,TRUE
29916,0,0,0,TRUE
45901,2,1,2,FALSE
86041,1,1,3,TRUE
2353,6,0,3,FALSE
35749,7,1,4,FALSE
19334,7,1,5,TRUE
48338,6,1,6,FALSE
27240,7,1,4,FALSE
18952,4,1,6,FALSE
12248,1,1,4,TRUE
31958,3,0,1,TRUE
10364,6,0,1,TRUE
80770,7,0,6,FALSE
68866,0,0,6,FALSE
25863,7,0,5,FALSE
27626,5,1,1,FALSE
3350,3,1,0,TRUE
56690,6,0,0,FALSE
53037,5,0,1,TRUE
2362,4,1,3,FALSE
56282,4,1,5,TRUE
40002,6,1,3,FALSE
60295,4,0,2,TRUE
51652,5,1,2,FALSE
28998,5,1,4,FALSE
73338,3,1,1,TRUE
25124,7,1,6,FALSE
2962,4,0,0,TRUE
28321,3,0,4,TRUE
38851,4,1,3,TRUE
3258,4,0,2,FALSE
5861,0,0,1,FALSE
79115,2,1,0,FALSE
42057,7,1,0,TRUE
7058,5,1,2,TRUE
83238,7,1,1,TRUE
47309,4,0,5,FALSE
16948,0,1,3,FALSE
61175,3,0,3,FALSE
35024,2,0,1,FALSE
11142,4,0,2,FALSE
42222,3,0,2,TRUE
6885,1,0,3,TRUE
15655,7,1,1,TRUE
83310,7,1,3,FALSE
15200,5,0,5,TRUE
75349,5,1,6,FALSE
27140,6,1,1,TRUE
56169,3,0,6,TRUE
42719,6,1,2,FALSE
48282,0,0,5,FALSE
11474,5,1,1,FALSE
18298,6,0,6,FALSE
4057,0,1,1,FALSE
85220,7,0,0,FALSE
55352,7,0,5,TRUE
84762,6,0,6,FALSE
83117,0,0,0,FALSE
18344,7,1,5,TRUE
49650,7,1,5,FALSE
28604,1,1,6,FALSE
17055,3,1,3,TRUE
42367,0,0,1,FALSE
18698,4,1,3,FALSE
17658,1,0,2,TRUE
19383,4,1,4,TRUE
55995,7,1,5,FALSE
85071,7,1,5,FALSE
31198,1,0,0,FALSE
27647,6,1,4,FALSE
995,3,0,2,TRUE
10563,7,0,0,TRUE
44507,0,0,5,FALSE
55986,1,0,3,TRUE
64060,3,1,0,TRUE
56271,0,0,0,TRUE
66311,4,0,1,TRUE
72895,4,1,4,FALSE
80085,1,0,5,TRUE
23043,0,0,3,FALSE
43618,0,0,1,TRUE
73619,2,0,5,TRUE
8022,7,0,5,FALSE
48033,6,0,5,TRUE
84126,3,1,5,FALSE
68759,0,1,0,FALSE
3268,6,1,3,FALSE
29828,6,0,1,TRUE
13829,6,1,3,TRUE
67926,2,0,0,TRUE
44974,7,0,4,TRUE
77190,1,1,0,FALSE
10195,4,0,6,FALSE
27148,2,0,1,TRUE
39134,7,0,3,FALSE
82789,1,1,2,TRUE
10836,5,0,0,TRUE
61474,2,1,4,TRUE
44627,4,0,6,TRUE
56558,3,0,2,TRUE
44053,7,0,4,TRUE
51125,4,1,3,TRUE
86165,4,1,1,FALSE
76368,1,0,3,FALSE
12133,5,1,1,TRUE
46689,7,1,6,TRUE
30381,0,1,4,TRUE
51919,7,0,1,TRUE
15560,5,0,1,TRUE
328,6,1,2,FALSE
22945,4,0,2,FALSE
72254,4,0,2,TRUE
3582,7,1,1,FALSE
74560,2,1,1,FALSE
86616,5,0,5,FALSE
37428,2,1,0,TRUE
37337,7,1,5,TRUE
18513,1,0,6,TRUE
67730,7,1,6,FALSE
22562,6,0,5,TRUE
83895,4,0,1,FALSE
39830,6,1,0,TRUE
45086,2,0,0,FALSE
63214,4,0,3,TRUE
83299,2,0,0,TRUE
38706,4,1,1,FALSE
6137,3,0,1,TRUE
20156,5,0,2,TRUE
22463,2,0,1,TRUE
17870,0,0,0,FALSE
30507,7,0,5,FALSE
72742,7,1,6,FALSE
58268,3,0,1,TRUE
54328,3,1,6,FALSE
58001,7,1,6,FALSE
38762,5,0,0,FALSE
19264,2,1,3,TRUE
65750,5,0,5,FALSE
55249,6,0,0,TRUE
23631,4,1,5,FALSE
4371,7,0,2,TRUE
86012,7,1,2,FALSE
21408,4,0,1,FALSE
84884,6,1,5,FALSE
6188,5,0,2,FALSE
40785,4,0,5,FALSE
1184,1,1,3,FALSE
13877,7,0,3,FALSE
51253,6,1,1,FALSE
11310,5,0,5,TRUE
82210,6,1,3,FALSE
31731,5,1,5,TRUE
70831,4,0,5,TRUE
70182,0,1,3,FALSE
79395,4,1,1,FALSE
24117,4,1,6,FALSE
14405,0,0,3,FALSE
80572,1,0,4,TRUE
6332,4,1,6,FALSE
46913,3,0,1,FALSE
53564,1,1,6,FALSE
18436,3,1,3,TRUE
34892,2,1,4,TRUE
59089,4,0,6,FALSE
78829,3,1,2,TRUE
3012,2,0,6,FALSE
37542,3,1,5,FALSE
29442,0,0,2,FALSE
84177,2,1,6,TRUE
70819,3,0,1,FALSE
8375,0,0,6,FALSE
37596,4,0,3,FALSE
3374,6,1,4,FALSE
51493,4,0,0,TRUE
80876,3,0,4,TRUE
85447,7,0,5,TRUE
8426,1,1,2,FALSE
79165,3,1,6,FALSE
16232,3,1,5,TRUE
18320,6,1,6,FALSE
29256,5,1,4,FALSE
84076,0,1,2,FALSE
37161,2,0,1,FALSE
59816,5,1,5,TRUE
46861,2,0,4,TRUE
18322,2,1,0,FALSE
31334,0,0,6,TRUE
27487,7,0,5,TRUE
13274,7,0,3,FALSE
74226,1,1,0,FALSE
66347,6,1,6,FALSE
84286,7,0,2,TRUE
5957,0,0,6,TRUE
14925,6,1,0,TRUE
72482,1,1,1,FALSE
49890,5,1,2,FALSE
5250,3,1,4,TRUE
26369,3,0,2,TRUE
22584,1,0,1,TRUE
57367,5,1,0,TRUE
31928,7,0,0,TRUE
15875,2,0,5,FALSE
56827,4,0,2,TRUE
35633,4,1,4,FALSE
35796,4,0,3,FALSE
45678,0,1,2,FALSE
46948,6,1,4,FALSE
26182,6,1,4,TRUE
69083,4,1,1,FALSE
48602,4,1,6,FALSE
28938,0,1,1,FALSE
40641,3,0,1,FALSE
18926,0,0,1,FALSE
2478,7,0,0,FALSE
60054,1,1,6,FALSE
49495,6,1,2,TRUE
31608,2,1,6,TRUE
56997,4,1,4,TRUE
57173,3,0,4,TRUE
16852,3,1,4,FALSE
3908,1,1,3,FALSE
77502,5,1,6,FALSE
66320,2,0,0,TRUE
976,6,0,0,TRUE
22367,4,1,1,TRUE
59100,0,0,2,TRUE
34849,7,0,1,FALSE
36567,4,0,4,TRUE
25507,7,1,2,FALSE
34338,2,0,3,FALSE
8050,2,1,5,TRUE
46042,6,1,4,FALSE
61159,6,0,5,TRUE
64532,2,1,5,FALSE
28280,0,0,2,TRUE
65896,2,0,3,FALSE
45774,3,0,5,TRUE
72102,5,1,4,FALSE
67378,3,1,3,TRUE
10824,1,0,2,TRUE
86064,6,1,0,FALSE
51813,0,1,2,FALSE
47149,5,0,4,TRUE
11041,0,0,6,FALSE
42954,5,0,2,FALSE
68736,6,0,2,FALSE
14332,6,1,5,TRUE
84877,0,1,5,FALSE
53759,6,1,4,FALSE
2152,3,0,3,TRUE
77255,1,0,0,FALSE
40875,7,1,3,FALSE
67163,4,1,5,TRUE
57594,1,1,4,FALSE
24194,3,1,5,FALSE
80212,0,0,5,TRUE
64413,7,0,6,TRUE
65468,5,1,4,FALSE
43741,0,1,0,FALSE
6936,3,1,3,TRUE
52607,5,1,0,TRUE
74992,1,1,0,TRUE
33889,6,1,2,FALSE
22750,4,0,2,TRUE
47004,6,0,5,FALSE
50804,3,1,0,TRUE
78462,3,0,1,FALSE
35422,5,0,1,TRUE
50370,4,1,3,TRUE
86588,1,0,0,TRUE
18797,0,1,5,FALSE
27760,0,0,3,FALSE
26144,1,1,1,FALSE
20145,3,1,3,TRUE
59036,3,1,0,TRUE
66735,2,1,3,TRUE
34496,4,0,3,FALSE
3963,2,1,0,FALSE
21557,0,1,6,FALSE
68848,3,0,0,TRUE
68239,4,0,2,FALSE
41868,4,1,4,FALSE
5800,4,1,4,FALSE
4292,4,0,0,TRUE
44253,3,0,4,TRUE
54528,6,1,2,TRUE
52219,7,1,0,TRUE
2663,0,1,2,FALSE
19265,2,1,1,FALSE
82613,7,1,4,FALSE
43431,7,1,6,FALSE
11747,3,0,3,FALSE
76919,5,0,5,FALSE
50434,7,0,6,FALSE
41072,0,0,4,TRUE
85851,1,0,4,TRUE
50186,2,1,1,TRUE
15045,3,0,4,TRUE
10792,7,1,3,FALSE
782,6,1,3,FALSE
37450,1,0,6,FALSE
36563,0,1,6,TRUE
35629,3,1,2,FALSE
80592,1,1,1,FALSE
81243,3,0,6,FALSE
39546,1,1,4,FALSE
65879,0,0,1,FALSE
8711,1,1,6,TRUE
48850,1,1,3,FALSE
21297,4,0,2,FALSE
12627,5,1,3,FALSE
26372,2,1,5,FALSE
45701,1,1,2,FALSE
27897,1,0,3,FALSE
38275,4,1,1,TRUE
30670,3,1,2,FALSE
69727,4,1,2,TRUE
10722,2,0,1,FALSE
48948,5,1,6,FALSE
40357,3,0,2,TRUE
29867,4,1,0,FALSE
39310,5,1,0,FALSE
44878,7,0,0,TRUE
22514,7,1,6,TRUE
4242,4,0,3,FALSE
22223,6,1,0,TRUE
49971,7,1,4,FALSE
68602,7,0,6,TRUE
74655,1,0,5,TRUE
6791,2,0,4,TRUE
2884,3,0,6,FALSE
18345,3,1,6,FALSE
67607,3,0,1,TRUE
57672,3,1,2,TRUE
45005,1,1,3,TRUE
67896,0,1,6,FALSE
4124,6,0,3,TRUE
7511,4,1,0,TRUE
19920,4,0,4,TRUE
46201,3,1,2,TRUE
41106,2,1,2,FALSE
51204,4,1,1,FALSE
17829,0,1,0,TRUE
20602,2,1,4,TRUE
61146,7,1,2,FALSE
63454,4,0,5,TRUE
86306,0,0,2,TRUE
18793,3,0,2,FALSE
51797,5,0,3,TRUE
22344,3,1,6,FALSE
80650,6,0,4,TRUE
13582,2,0,6,FALSE
9110,6,1,4,FALSE
66369,1,0,1,TRUE
64596,1,0,3,FALSE
9958,1,1,2,TRUE
31134,1,0,2,FALSE
19718,4,1,5,TRUE
85217,5,0,5,TRUE
7808,2,0,1,TRUE
5647,4,0,4,TRUE
28345,2,0,1,TRUE
85859,1,1,4,FALSE
3816,7,1,1,TRUE
70461,2,0,4,TRUE
19715,2,0,1,TRUE
29980,6,1,3,TRUE
1838,2,1,6,TRUE
60993,6,0,6,FALSE
61719,7,1,1,FALSE
24375,0,0,4,TRUE
1279,2,1,3,FALSE
13202,1,1,4,TRUE
70773,6,1,1,FALSE
10121,2,1,5,FALSE
19119,3,0,0,FALSE
29946,0,0,6,FALSE
11341,6,1,5,TRUE
56027,3,1,5,TRUE
31400,0,0,0,FALSE
77117,3,1,6,FALSE
46137,5,0,0,TRUE
7993,6,1,5,FALSE
9826,5,0,0,FALSE
66245,2,1,2,FALSE
28431,3,0,5,FALSE
25062,3,0,6,FALSE
65213,5,0,0,TRUE
77824,7,0,3,TRUE
58574,1,0,5,FALSE
42349,5,1,5,TRUE
18030,0,0,2,FALSE
76123,2,0,0,FALSE
25942,1,0,3,FALSE
81994,2,1,3,FALSE
80581,1,1,2,FALSE
78431,3,1,6,TRUE
20696,0,0,3,FALSE
34097,3,1,4,TRUE
13513,1,1,6,FALSE
55844,1,0,1,TRUE
15638,5,0,5,TRUE
5850,7,0,5,FALSE
24531,7,0,4,TRUE
49601,6,0,1,TRUE
17735,5,1,6,TRUE
17926,2,1,3,TRUE
50138,3,1,3,FALSE
28255,4,1,0,FALSE
65111,7,1,0,TRUE
77312,7,1,5,TRUE
71652,7,1,2,TRUE
76396,3,1,1,FALSE
76094,1,1,5,TRUE
20315,3,1,2,TRUE
8500,6,0,4,TRUE
35165,5,1,3,FALSE
72553,3,1,3,TRUE
84439,5,0,1,TRUE
81493,0,0,2,TRUE
22475,6,1,2,FALSE
53020,2,0,2,FALSE
43672,2,0,6,FALSE
41440,0,1,0,FALSE
58078,0,0,3,TRUE
74825,0,0,6,FALSE
45581,7,1,1,FALSE
80808,2,0,6,FALSE
61698,0,0,6,FALSE
80458,7,1,1,FALSE
8332,1,0,0,FALSE
74273,7,1,5,TRUE
73488,7,0,1,FALSE
65461,3,0,5,FALSE
4325,2,1,4,TRUE
30937,2,1,1,TRUE
51027,1,0,4,TRUE
71619,1,0,3,FALSE
49536,3,1,4,TRUE
53001,1,0,0,FALSE
28159,4,1,4,FALSE
50429,2,1,5,FALSE
11358,3,0,6,FALSE
46987,5,0,2,TRUE
61878,7,0,2,FALSE
32278,1,1,3,FALSE
43146,2,0,0,FALSE
31652,3,1,3,FALSE
30349,0,1,1,FALSE
66361,1,1,2,FALSE
38832,7,1,5,FALSE
13828,3,0,4,TRUE
84464,0,0,0,FALSE
2020,3,1,6,FALSE
